image_path,caption
../dataset/platform\metal-slug-advance.png,"The image is a cover for a video game titled ""Metal Slug Advance."" The title is prominently displayed in large, bold red letters at the top of the cover. Below the title, there are two characters: a man with blue hair and a woman with blonde hair. The man is holding a gun and appears to be in a combat stance, while the woman is holding a sword and appears to be in a defensive position. They are standing in a jungle-like environment with palm trees and lush greenery. The background features a large, mechanical structure that resembles a spaceship or a futuristic ship. The overall style of the cover is vibrant and colorful, with a mix of cartoonish and realistic elements."
../dataset/platform\metal-slug-x.png,"The image is a cover for a video game titled ""Metal Slug X."" The cover features a group of characters in a steampunk-inspired setting. The central character is a man in a white shirt and beige pants, standing confidently with a belt and a red vest. He is accompanied by two women, one on each side, both dressed in similar steampunk attire. The background includes various mechanical and industrial elements, such as gears and pipes, giving the scene a futuristic and mechanical feel. The title ""Metal Slug X"" is prominently displayed in large, bold letters at the bottom of the cover. The overall style is reminiscent of retro video games with a steampunk theme."
../dataset/platform\metal-slug.png,"The image is a cover for a video game titled ""Metal Slug."" The central character is a muscular, smiling man wearing a helmet and holding a machine gun. He is surrounded by various weapons, including a rifle, a shotgun, and a machine gun. The background is dark, which makes the character and weapons stand out prominently. The text ""METAL SLUG"" is displayed in large, bold letters at the top of the cover. The overall style is cartoonish and action-packed, typical of retro video game art."
../dataset/platform\metal-warriors.png,"The image is a promotional poster for the game ""Metal Warriors."" The central figure is a large, red, armored robot with a sword and a shield. The robot's design is futuristic and detailed, with a mix of metallic and organic elements. The text ""METAL WARRIORS"" is prominently displayed in the foreground, with the letters ""M"" and ""W"" stylized in a way that suggests they are part of the robot's design. The background is black, which makes the red robot stand out even more. The overall style is reminiscent of classic Japanese video game art, with a focus on bold colors and intricate details."
../dataset/platform\metroid-fusion.png,"The image is a cover for a video game titled ""METROID Fusion."" The central character is a blue, humanoid figure with a red helmet and blue armor, standing in a dynamic pose. The character is surrounded by various creatures, including a pink and purple creature on the left and a green and purple creature on the right. The background features a dark, starry sky with a large, circular logo that reads ""METROID"" in blue and ""FUSION"" in white. The overall style is vibrant and colorful, with a mix of cartoon and digital art elements."
../dataset/platform\metroid-ii-return-of-samus.png,"The image is a cover for a video game titled ""METROID: RETURN OF SAMUS."" The title is prominently displayed in large, bold, yellow letters with a red outline. Below the title, the subtitle ""RETURN OF SAMUS"" is written in smaller, white letters. The central character on the cover is a humanoid figure with a muscular build, wearing a red helmet with a visor, and a red and orange suit with blue accents. The character is holding a large, metallic gun in one hand and a smaller, more traditional gun in the other. The background features a desert landscape with sand dunes and rocky terrain, and the sky is clear with a few stars visible. The overall"
../dataset/platform\metroid-other-m.png,"The image is a cover for the video game ""Metroid: Other M."" The central characters are a male and a female, both wearing futuristic, space-themed suits. The male character is wearing a red helmet with a green face, while the female character is wearing a green helmet with a red face. They are standing in front of a starry, cosmic background. The title ""METROID"" is prominently displayed in the center of the image, with ""Other M"" written below it. The overall style is a mix of science fiction and action, with a focus on the characters' futuristic attire and the space-themed background."
../dataset/platform\metroid-prime-2-echoes.png,"The image is a cover for a video game titled ""METROID PRIME 2: ECHOES."" The cover features a prominent character, a humanoid figure with a metallic, armored suit, standing in a dynamic pose. The character is depicted in a way that suggests it is a central figure, possibly the protagonist of the game. The background is a mix of digital and mechanical elements, with a focus on a glowing, futuristic interface that includes a digital clock and various data elements. The overall style is sleek and modern, with a blend of digital and mechanical aesthetics."
../dataset/platform\metroid-prime-3-corruption.png,"The image is a cover for the video game ""Metroid Prime 3: Corruption."" The central focus is on two characters, one wearing a black suit and the other in a red and yellow suit, both appearing to be in a state of distress or struggle. The background features a red and blue gradient, suggesting a space or outer space setting. The title ""METROID PRIME 3: CORRUPTION"" is prominently displayed in the center, with the word ""CORRUPTION"" in a stylized font. The overall style is vibrant and action-packed, typical of the Metroid series."
../dataset/platform\metroid-prime-hunters.png,"The image is a cover for a video game titled ""METROID PRIME: HUNTERS."" The title is prominently displayed at the top in large, white, uppercase letters. Below the title, there is a logo that appears to be a stylized representation of a character from the game, likely Metroid, given the context. The background features a dark, space-like environment with stars and a nebula, suggesting a futuristic or sci-fi setting. The character in the foreground is a humanoid figure with a green and yellow suit, wearing a helmet with a glowing red light. The suit has a metallic, glowing design, and the character is holding a weapon, which is partially visible. The overall"
../dataset/platform\metroid-prime.png,"The image is a cover for the video game ""Metroid Prime."" The central figure is a large, metallic robot with a humanoid form, wearing a green and gold suit with a helmet. The robot is standing in a cityscape, with buildings and a street visible in the background. The title ""METROID PRIME"" is prominently displayed in large, bold letters at the bottom of the cover. The overall style is a mix of science fiction and action, with a focus on the futuristic and mechanical nature of the robot."
../dataset/platform\metroid.png,"The image is a pixel art poster for the video game ""Metroid."" The central character is a red and yellow humanoid figure, likely a spaceship pilot, standing on a planet with a blue atmosphere. The character is holding a gun and appears to be in a defensive or attacking stance. In the background, there are several elements: - A yellow and blue spaceship with a green and yellow star on it. - A yellow and blue planet with a blue atmosphere. - A yellow and blue square structure, possibly a space station or a spaceship. - A yellow and blue square with a green and yellow star on it, which could be a moon or another planet. The game's logo, ""MET"
../dataset/platform\michael-jacksons-moonwalker.png,"The image is a poster for the movie ""Moonwalker"" starring Michael Jackson. The background features a cosmic scene with stars and a rainbow, suggesting a space or outer space theme. In the foreground, Michael Jackson is depicted in a dynamic pose, pointing upwards with one hand, while the other hand is raised in a gesture that resembles a peace sign. He is wearing a white hat and a red jacket, which is characteristic of his style in the 1980s. The title ""Moonwalker"" is prominently displayed in the center of the poster in large, bold letters. The overall style of the poster is bold and vibrant, with a mix of text and imagery that emphasizes the movie's"
../dataset/platform\mickey-mania-the-timeless-adventures-of-mickey-mouse.png,"The image is a cover for a DVD or digital release titled ""Mickey Mania: The Timeless Adventures of Mickey Mouse."" The cover features a dynamic and colorful illustration of Mickey Mouse, who is depicted in a playful and adventurous pose. Mickey is surrounded by various characters and objects, including a bat, a mouse, and a mouse in a lab coat, suggesting a scientific or medical theme. The background includes a wall with a clock and a clock tower, adding to the whimsical and fantastical atmosphere. The text on the cover is clear and legible, with the title prominently displayed at the top."
../dataset/platform\midnight-resistance.png,"The image is a cover for a video game titled ""Midnight Resistance"" for the Sega Genesis. The cover features a bold, action-oriented design with a central figure holding a gun and a large gear, suggesting a theme of resistance or combat. The text on the cover is partially readable, with the words ""8 Mega Memory"" and ""Midnight Resistance"" being the most prominent. The background is a grid pattern, which is typical for Sega Genesis covers, adding a retro aesthetic. The overall style is bold and energetic, with a focus on the action and adventure theme of the game."
../dataset/platform\mighty-morphin-power-rangers-fa4e8d30-d1cf-46cb-8c9c-e8dd087abaa8.png,"The image is a poster for the animated television series ""Mighty Morphin Power Rangers."" The background is black, and the characters are depicted in their iconic red, yellow, blue, and green costumes. The characters are arranged in a group, with the red and yellow characters on the left, the blue and green characters in the center, and the yellow and blue characters on the right. The characters are wearing their respective colored helmets with the yellow and blue helmets having a diamond pattern. The title ""Mighty Morphin Power Rangers"" is prominently displayed at the top of the poster in white text. The logo of the show is also present in the top left corner."
../dataset/platform\mighty-no-9.png,"The image is a cover for a video game titled ""Mighty No. 9."" The central character is a large, humanoid robot with a black and white color scheme, wearing a helmet with a blue visor. The robot is holding a glowing orange energy sphere in its right hand. Surrounding the robot are various other characters and elements from the game. In the background, there are several other characters, including a red robot with a blue visor, a yellow and red character with a blue visor, and a character with a blue and white visor. The background also features a blue circle and a blue and white spaceship. The overall style of the cover is vibrant and colorful"
../dataset/platform\milons-secret-castle.png,"The image is a cover for a video game titled ""Milon's Secret Castle."" The title is prominently displayed in the center of the cover in a bold, yellow font. Below the title, there is a logo that reads ""Milon's Secret Castle"" in a stylized font. The background features a dark, stormy sky with lightning bolts, suggesting a dramatic and intense atmosphere. The castle itself is depicted in a detailed, fantasy-style illustration, with multiple towers and turrets, each with a pointed roof. The castle is set against a red and blue grid-like background, which adds a modern, futuristic touch to the cover. The overall style of the cover is vibrant and dynamic, with"
../dataset/platform\mini-ninjas.png,"The image is a cover for a game titled ""Mini Ninjas."" The title is prominently displayed in a stylized font with a green and red logo on the left side. Below the title, there is a green ninja character with a green hat and a green outfit, holding a sword and a fox. To the right, there is a green ninja character with a green hat and a green outfit, holding a sword and a fox. In the background, there is a green ninja character with a green hat and a green outfit, holding a sword and a fox. The setting appears to be a forest with bamboo and a tree in the background. The overall style is cartoonish and colorful, with a"
../dataset/platform\mirror-s-edge.png,"The image is a promotional poster for the video game ""Mirror's Edge."" The central figure is a female character with short, dark hair and striking black eye makeup, including a star-shaped design on her left eye. She is looking directly at the viewer with a serious expression. The background features a futuristic cityscape with tall buildings and a clear sky. The title ""Mirror's Edge"" is prominently displayed in the upper left corner in white text with a red border. The logo of the game is also visible in the upper right corner. The overall style is sleek and futuristic, with a focus on the character's intense expression and the cityscape."
../dataset/platform\mischief-makers.png,"The image is a cover for a game titled ""Mischief Makers."" The title is prominently displayed in the upper part of the cover in a green and yellow font. Below the title, there is a cartoonish illustration of various characters. The characters are depicted in a playful and cartoonish style, with exaggerated features and expressions. The characters include a man in a red and white outfit, a woman with a bow and arrow, a character with a sword, and others. The background is a gradient of white and light yellow, giving the cover a bright and cheerful appearance. The overall style of the cover is whimsical and fun, suggesting that the game is likely a children's or family-friendly"
../dataset/platform\mobile-legends-bang-bang.png,"The image is a promotional poster for the mobile game ""Mobile Legends: Bang Bang."" The central figure is a character in a futuristic, battle-ready suit, with a blue and silver color scheme. The character is depicted in a dynamic pose, with one arm raised and a glowing energy effect emanating from the suit. The background features a fiery explosion, adding to the intense and action-packed atmosphere of the game. The title ""MOBILE LEGENDS"" is prominently displayed in large, bold letters at the top of the poster. Below the title, the phrase ""BANG BANG"" is written in a stylized font, with a metallic, angular design that complements the character's suit."
../dataset/platform\momodora-reverie-under-the-moonlight.png,"The image is a cover for an anime titled ""Momodora: Reverie Under the Moonlight."" The cover features three characters prominently. The character on the left is a white-haired, red-robed figure with a red hat, holding a sword. The character in the middle is a young girl with long hair, wearing a white dress and a red hat, holding a sword as well. The character on the right is a character with long white hair, wearing a white dress and a red hat, holding a sword. The background is colorful with a mix of fantasy elements, including a castle and a dragon. The text on the cover is partially obscured, but the visible parts read ""MOM"
../dataset/platform\monochroma.png,"The image is a monochromatic poster featuring a large, dark, circular object with a red ""M"" in the center, resembling a blimp or airship. The background is dark, with a stormy sky and lightning bolts, suggesting a dramatic and intense atmosphere. Below the blimp, there is a red line that appears to be a ribbon or streamer, adding a sense of motion or urgency to the scene. The overall style is dark and dramatic, with a focus on the central object and the dramatic elements in the background."
../dataset/platform\monster-boy-and-the-cursed-kingdom.png,"The image is a promotional poster for the game ""Monster Boy and the Cursed Kingdom."" The title ""MONSTER BOY"" is prominently displayed in the center of the poster, with the subtitle ""And the Cursed Kingdom"" below it. The background features a whimsical, cartoonish style with various characters. 1. **Characters:** - **Monster Boy:** A blue-haired boy with a determined expression, holding a sword and wearing a red cape. - **Piglet:** A pig with a white face and a blue eye, wearing a pirate hat and holding a sword. - **Dragon:** A green dragon with a yellow belly, wearing a gold crown and holding a"
../dataset/platform\monster-in-my-pocket.png,"The image is a cover for a video game titled ""Monster in My Pocket"" by Konami. The cover features a blue denim background with a pocket open to reveal a scene inside. Inside the pocket, there are several characters that appear to be monsters or creatures. The characters are depicted in a cartoonish style with exaggerated features and expressions. The monsters are colorful and have various weapons and accessories, such as swords, axes, and backpacks. The title ""Monster in My Pocket"" is prominently displayed at the top of the cover in large, bold letters. The Konami logo is visible in the top left corner. The bottom of the cover has a red arrow pointing to the right, indicating that"
../dataset/platform\monster-rancher-2.png,"The image is a cover for a video game titled ""Virtual Monster Breeder 2."" The title is prominently displayed in the center of the cover, with the word ""Monster"" in a large, bold font. Below the title, there is a logo of a cartoonish monster with a red and yellow color scheme. The text ""MONSTER RANCHER 2"" is written in a stylized font, with the ""R"" and ""H"" being larger and more prominent than the rest of the text. The cover features several characters and logos. On the left side, there is a character with a green and yellow color scheme, wearing a hat and holding a microphone. This character appears"
../dataset/platform\monster-sanctuary.png,"The image is a cover for a game titled ""Monster Sanctuary."" The title is prominently displayed at the top in a stylized, colorful font. Below the title, there is a logo featuring a bird with wings spread wide, suggesting freedom or flight. The background of the cover features a scenic landscape with mountains and a clear sky, giving a sense of adventure and exploration. In the foreground, there are three characters, each with distinct appearances and poses. The character in the center is a humanoid figure with a hat and a long coat, possibly a ranger or a knight, standing confidently. To the left, there is a lion with a red coat, and to the right, there is a bear with"
../dataset/platform\monster-world-iv.png,"The image is a cover for a video game titled ""Monster World IV."" The title is prominently displayed at the top in large, bold letters. Below the title, there is a logo that appears to be a stylized ""M"" with a ""W"" inside it, suggesting the game's title. The character on the cover is a blue-haired, blue-eyed, and blue-skinned creature with a sword in one hand and a staff in the other. The character is wearing a yellow and blue outfit with a blue hat and is surrounded by mushrooms. The character's expression is serious and determined. The background features a forest setting with trees and bushes. The overall style of the image is vibrant and"
../dataset/platform\montezumas-revenge.png,"The image is a cover for a video game titled ""Montezuma's Revenge"" featuring Panama Joe. The cover is designed in a vintage style, likely from the 1980s or 1990s, with a sepia tone and a diamond-shaped border. The title is prominently displayed in the center of the cover, with the word ""Montezuma's Revenge"" in large, bold letters. Below the title, the phrase ""featuring Panama Joe"" is written in smaller font. In the center of the cover, there is a stylized illustration of a man wearing a hat and a coat, standing on a platform with a skull and crossbones in the background"
../dataset/platform\moss.png,"The image depicts a character named ""Moss,"" who appears to be a mouse or a similar rodent. The character is standing in a forest setting, surrounded by various plants and foliage. The character is dressed in a brown bandana and has a brown scarf wrapped around its neck. The background features green leaves and some small flowers, giving the scene a natural and forest-like atmosphere. The text ""Moss"" is prominently displayed in a stylized font, with a golden hue, suggesting it might be the title or a significant word in the context of the image."
../dataset/platform\move-or-die.png,"The image is a cover for a game titled ""Move or Die."" The title is displayed in a bold, colorful font with a gradient background that transitions from dark to light colors. The text is in a mix of bright and pastel colors, including shades of blue, green, yellow, and red. The game's logo, which appears to be a stylized ""M"" with a heart, is located in the bottom right corner of the cover. The background features a chaotic mix of colorful blocks and shapes, creating a sense of motion and energy. The overall style of the cover is vibrant and playful, with a focus on the game's title and logo."
../dataset/platform\mr-gimmick.png,"The image is a cover for a game titled ""Mr. Gimmick."" The title is prominently displayed in large, colorful letters at the top of the cover. Below the title, there is a cartoonish character with a green body, yellow eyes, and a red nose, wearing a party hat. The character has a star-shaped object on its head. The background features a yellow and black spiral pattern, giving the cover a dynamic and energetic feel. The overall style is playful and whimsical."
../dataset/platform\my-friend-pedro.png,"The image features a banana with a smiling face, positioned on a wooden surface. The banana is the central character and is the only object in the image. The background includes two guns, one on each side of the banana, suggesting a theme of conflict or danger. The text ""MY FRIEND PEDRO"" is prominently displayed in the center, with a logo that includes the word ""BANANA"" in a stylized font. The overall style is cartoonish and humorous, with a playful and exaggerated design."
../dataset/platform\my-memory-of-us.png,"The image is a cover for a game titled ""My Memory of Us."" The style is reminiscent of a black-and-white illustration with a gothic or horror theme. The background features a dark, moody atmosphere with a moon and a wall that appears to be made of bricks or stone. The characters are depicted in a whimsical, almost cartoonish manner. The main characters are two children, a boy and a girl, who are running together. The boy is wearing a black hat and a white shirt with black pants, while the girl is wearing a red coat and black boots. Both characters have a playful and adventurous look, suggesting they are in a fun, possibly fantastical setting. The title"
../dataset/platform\mystical-ninja-starring-goemon.png,"The image is a cover for a video game titled ""Mystical Ninja Starring Goemon."" The cover features a character with blue hair and blue eyes, holding a green object in one hand and a golden object in the other. The character is wearing a red and white patterned outfit. The background has a radiant orange and yellow color scheme with a sun-like effect, giving it a vibrant and energetic feel. The text on the cover is clear and legible."
../dataset/platform\n-plus-plus.png,"The image features a colorful and abstract design with a black background. The central focus is on the letters ""n++"" in white, which are stylized to resemble a digital or pixelated font. Surrounding these letters are various geometric shapes and patterns in bright colors such as red, yellow, blue, and green. The shapes include squares, triangles, and other geometric forms, creating a dynamic and energetic visual effect. The overall style is modern and vibrant, with a strong emphasis on color and pattern."
../dataset/platform\n-plus.png,"The image is a digital illustration featuring a stylized, black, humanoid figure in mid-air, seemingly floating or levitating. The figure is wearing a suit and appears to be in motion, possibly running or jumping. The background is a cityscape with tall buildings, suggesting a modern urban environment. In the top right corner, there is a logo with the letter ""M"" inside a plus sign, which is likely the logo for a company or brand. Below the logo, there is text that reads ""PREDICTIVE."" The overall style of the illustration is futuristic and dynamic, with a focus on motion and urban elements."
../dataset/platform\n.png,"The image features a stylized, abstract design with a black silhouette of a person running. The person is depicted in a dynamic pose, with one arm extended forward and the other bent at the elbow. The silhouette is set against a plain, light gray background, which helps to highlight the figure. Above the silhouette, there are two large, black geometric shapes that resemble a letter ""N"" and a ""T"" or ""T"" shape. Below the silhouette, there is a small, golden square with a white border. The overall style of the image is modern and minimalistic, with a focus on bold lines and shapes."
../dataset/platform\naissancee.png,"The image is a cover for a game titled ""NaissanceE."" The background features a dark, urban landscape with tall buildings and a dark sky. The title is prominently displayed in a stylized font, with the letter ""E"" being the most prominent. The overall style of the cover is dark and moody, giving a sense of mystery and tension."
../dataset/platform\naruto-ninja-council-2.png,"The image is a cover for a manga titled ""Naruto: Ninja Council 2."" The cover features a character with yellow hair and blue eyes, wearing an orange and blue outfit with a white stripe. The character is depicted in a dynamic pose, with one fist clenched and the other raised, suggesting a powerful or aggressive action. The background is a mix of white and yellow, with a swirling pattern that adds to the dynamic feel of the cover. The text on the cover is in a bold, red font, with the title ""NARUTO"" in large letters at the top and ""NINJA COUNCIL 2"" below it. The text is partially obscured by"
../dataset/platform\neon-abyss.png,"The image is a cover for a game titled ""NEON ABYSS."" The title is prominently displayed in a stylized, neon font with a dark, almost black background. The character on the cover is a person with a hooded outfit, holding a weapon with a glowing, neon light. The character's face is illuminated by the neon light, giving a glowing, eerie appearance. The overall style of the cover is dark and futuristic, with a focus on neon colors and a dark, almost black background."
../dataset/platform\never-alone.png,"The image is a cover for a game titled ""Never Alone"" by Kisima Inunitchuk. The title is prominently displayed at the top in bold, white letters. Below the title, there is a small, white, stylized image of a child holding a white dog. The child is wearing a fur-lined jacket, and the dog appears to be a white wolf. The background is dark, suggesting a nighttime or snowy setting. The overall style is minimalistic and evocative, with a focus on the child and the dog."
../dataset/platform\new-super-mario-bros-2.png,"The image is a promotional poster for the video game ""New Super Mario Bros. 2."" The title ""New Super Mario Bros. 2"" is prominently displayed in the center of the poster. The background features a colorful, pixelated design typical of the New Super Mario Bros. series, with a mix of green and yellow colors. In the foreground, there are two main characters: Mario, a blue character with a red hat, and Luigi, a yellow character with a red hat. They are both jumping over a green platform, with Mario on the left and Luigi on the right. Mario is holding a red flower, and Luigi is holding a yellow flower. In the background,"
../dataset/platform\new-super-mario-bros-u.png,"The image is a promotional poster for the video game ""New Super Mario Bros. U."" The background features a vibrant, colorful scene with a rainbow and a mountain, suggesting a fantastical and adventurous setting. The main characters are Mario, Luigi, and Yoshi, all dressed in their iconic red, green, and yellow outfits, respectively. Mario is flying in the air, holding a large, round object, while Luigi is on the ground, and Yoshi is in the air, holding a small, round object. The title ""New Super Mario Bros. U"" is prominently displayed in the center of the poster, with the ""U"" stylized as a question mark. The overall style is cartoonish"
../dataset/platform\new-super-mario-bros-wii.png,"The image is a promotional poster for the video game ""New Super Mario Bros. Wii."" The top left corner features a question mark, likely indicating a gameplay feature or a question for the player. Below the question mark, there are four characters: Mario, Luigi, and two other characters, one of which is a green dinosaur. Mario is in the center, wearing a red hat and blue overalls, and is jumping in the air. Luigi is to the right, wearing a yellow hat and blue overalls, and is also jumping. The two other characters are to the left, with one wearing a green hat and the other a brown hat. The background shows a colorful, cartoonish landscape with"
../dataset/platform\new-super-mario-bros.png,"The image is a promotional poster for the video game ""New Super Mario Bros."" The central character is Mario, a red cap and mustache wearing character from the Mario series. He is flying in the air, surrounded by various Mario characters and enemies. The background features a blue sky with clouds and a green landscape with Mario's signature Mario Bros. logo. The text on the poster reads ""New Super Mario Bros."" in large, bold letters, with ""Super Mario Bros."" in a smaller font below it. The overall style is vibrant and colorful, typical of the Mario series."
../dataset/platform\night-in-the-woods.png,"The image is a cover for a game titled ""Night in the Woods."" The title is prominently displayed in large, white, uppercase letters at the top of the cover. Below the title, there is a silhouette of a forest with trees and a moonlit sky. In the foreground, there is a small, dark figure of an owl with yellow eyes, standing on a path in the woods. The owl appears to be observing the forest. The overall style of the cover is dark and moody, with a focus on the night-time setting of the game."
../dataset/platform\nights-into-dreams.png,"The image is a cover for a game titled ""Nights into Dreams."" The title is prominently displayed at the top in large, bold letters. Below the title, there is a logo that appears to be a stylized representation of a frog or a similar creature with a purple hue. The background of the cover features a cityscape at night, with numerous buildings and lights. The cityscape is illuminated by various colors, creating a vibrant and colorful atmosphere. The overall style of the cover is vibrant and colorful, with a mix of bright lights and dark silhouettes of buildings."
../dataset/platform\nightsky.png,"The image depicts a serene night scene with a dark, starry sky and a body of water, possibly a lake or sea, reflecting the light of the moon. A single, round, dark object, possibly a ball or a stone, is floating on the water's surface. The text ""NightSky"" is prominently displayed in the foreground, suggesting that the image is related to a product or application named ""NightSky."" The overall style is minimalist and evocative, focusing on the tranquility and beauty of the night sky."
../dataset/platform\nihilumbra.png,"The image is a digital illustration featuring a silhouette of a ghost-like figure against a dark, swirling, purple background. The ghost has glowing white eyes and is depicted in a shadowy, almost ethereal manner. The text ""Nihilumbra"" is prominently displayed at the bottom of the image, suggesting that this is the title or a significant element of the artwork. The overall style is dark and moody, with a focus on the ghost figure and the swirling, ominous background."
../dataset/platform\ninja-gaiden--1.png,"The image is a cover for a video game titled ""Ninja Gaiden."" The title is prominently displayed at the top in large, bold letters. Below the title, there is a logo that appears to be a stylized representation of a ninja. The central figure on the cover is a muscular, hooded ninja holding a sword, standing in the midst of a cityscape that is engulfed in flames. The city is depicted with tall buildings and a skyline, and the sky is filled with smoke and fire. The overall style of the cover is vibrant and dynamic, with a strong emphasis on action and adventure."
../dataset/platform\ninja-gaiden--2.png,"The image is a cover for a video game titled ""Ninja Gaiden."" The title is written in Japanese characters, and the game is for the Game Gear platform. The cover features a dynamic scene with two characters in action. One character is a ninja, dressed in traditional martial arts attire, and the other is a warrior with a sword. They are engaged in a battle, with the ninja using a weapon that emits yellow energy, suggesting a powerful attack. The background shows a cityscape with buildings, indicating an urban setting. The bottom of the cover has a red banner with the text ""GAME GEAR"" and ""SEGA,"" indicating the game's platform and publisher. The overall style"
../dataset/platform\ninja-gaiden-ii-the-dark-sword-of-chaos.png,"The image is a cover for a video game titled ""Ninja Gaiden II: The Dark Sword of Chaos."" The cover features a large, stylized dragon in the background, with a cityscape in the foreground. The dragon is depicted with a fierce expression, and it has a red and black color scheme. The cityscape is depicted with a mix of urban structures and a bright, vibrant red sky. In the foreground, there is a character dressed in blue and black, crouching on the ground. The character has a muscular build and is holding a sword, suggesting a martial arts theme. The overall style of the cover is dynamic and action-oriented, with a focus on the ninja"
../dataset/platform\ninja-gaiden-iii-the-ancient-ship-of-doom.png,"The image is a cover for a video game titled ""Ninja Gaiden III: The Ancient Ship of Doom."" The cover features a character dressed in black, likely a ninja, crouching in a dynamic pose with one arm extended forward and the other behind him. The character is holding a sword, and the background shows a cityscape with a prominent skyscraper, suggesting a modern urban setting. The title ""Ninja Gaiden III"" is prominently displayed at the top of the cover in bold, white letters. The subtitle ""The Ancient Ship of Doom"" is written in smaller, white text below the main title. The overall style of the cover is retro, with a mix of"
../dataset/platform\nintendo-land.png,"The image is a promotional poster for the video game ""Nintendo Land."" The title ""Nintendo Land"" is prominently displayed at the top in large, bold letters. Below the title, there are two images of Nintendo Wii controllers, one of which is open, revealing a game interface with various characters and a game in progress. The characters are colorful and cartoonish, featuring various animals and characters from the ""Super Mario"" series. The background of the poster is white, and there are additional characters scattered around the controllers, adding to the festive and playful atmosphere of the poster. The overall style is vibrant and colorful, with a focus on the Nintendo brand and its popular characters."
../dataset/platform\noitu-love-2-devolution.png,"The image is a cover for a game titled ""Noitu Love 2: Devolution."" The cover features three characters in a dynamic pose, suggesting action or conflict. The character on the left is a green-haired individual with a serious expression, the character in the middle is a blue-haired individual with a surprised or shocked expression, and the character on the right is a character with blue skin and glasses, also with a surprised expression. The background includes a futuristic cityscape with skyscrapers, adding to the action-packed theme. The text ""Noitu Love 2: Devolution"" is prominently displayed at the top, with ""DEVOLUTION"" written in a stylized font below it. The"
../dataset/platform\north-south.png,"The image is a cover of a comic book titled ""North & South."" The cover features a vibrant and dynamic scene with several characters engaged in a battle. The central figure is a man on horseback, wielding a sword, and appears to be leading the charge. Surrounding him are other soldiers, some on horseback and others on foot, all dressed in historical military attire. The background shows a battle scene with a flag of the United States and a Confederate flag, indicating the conflict is between the Union and the Confederacy. The overall style is cartoonish and colorful, with bold lines and bright colors to capture the action and drama of the scene."
../dataset/platform\octodad-dadliest-catch.png,"The image is a cover for a children's animated series titled ""Octodad: Dadliest Catch."" The cover features four animated characters, two adults and two children, standing in front of a tree and a wooden fence. The characters are dressed in casual clothing, with the adults wearing suits and ties, and the children in casual outfits. The characters have exaggerated features, such as large eyes and a large head, which is characteristic of the series' style. The title ""Octodad: Dadliest Catch"" is prominently displayed in the top left corner of the cover, with the subtitle ""Dadliest Catch"" below it. The overall style of the cover is cartoonish and colorful, with"
../dataset/platform\octodad.png,"The image is a cover for a children's animated series titled ""Octodad."" The cover features a cartoonish, anthropomorphic octopus character in a suit, standing in front of a fence with a blue sky and clouds in the background. The octopus has large, expressive eyes and is holding a young girl in its arms. The girl is wearing a yellow dress and has a surprised expression. To the right of the octopus, there is a woman with red hair, also in a yellow dress, and she is holding a young boy. The boy has short brown hair and is wearing a yellow shirt. The text ""OCTODAD"" is prominently displayed at the bottom of the cover"
../dataset/platform\oddworld-abe-s-exoddus.png,"The image depicts a bottle of beer with a label that reads ""ODD WORLD: Abe's Exoddus."" The label features a stylized, cartoonish character with a large, expressive face and a helmet. The background of the image is a gradient of warm colors, transitioning from a deep orange at the top to a lighter yellow at the bottom. The bottle is partially filled with beer, and there are small droplets of beer on the surface of the bottle and the surrounding area. The overall style of the image is vibrant and colorful, with a focus on the beer bottle and its label."
../dataset/platform\oddworld-abe-s-oddysee.png,"The image is a cover for a video game titled ""Oddworld: Abe's Oddysee."" The title is prominently displayed at the top in a stylized font with a purple glow. Below the title, there is a small, round emblem featuring a character with glowing eyes and a blue, fish-like appearance. The character has a striped tail and is hanging from a chain. The background is dark, which contrasts with the colorful character and the title text. The overall style is whimsical and cartoonish, typical of the Oddworld series."
../dataset/platform\oddworld-munch-s-oddysee.png,"The image depicts a can of ""Oddworld Munch's Oddyssee,"" a video game. The can is predominantly green with yellow and purple accents. The text on the can is in a playful, cartoonish font, with the title ""Oddworld Munch's Oddyssee"" prominently displayed in the center. Below the title, there is a tagline ""REFRESHINGLY TWISTED"" in smaller font. The can also features a character design on the top, which appears to be a chameleon or similar creature with a surprised or shocked expression. The background of the can is a gradient of green and yellow, with water droplets visible, suggesting the can is wet or has"
../dataset/platform\oddworld-stranger-s-wrath.png,"The image is a cover for a video game titled ""Oddworld: Stranger's Wrath."" The central character is a humanoid figure with a large, menacing appearance. The character is wearing a hat and has a crossbow in one hand and a sword in the other. The background depicts a desolate, post-apocalyptic landscape with ruins and debris. The overall style is dark and gritty, with a sepia tone that gives it a vintage, post-apocalyptic feel. The text on the cover is partially obscured, but the visible parts read ""Oddworld"" and ""Stranger's Wrath."""
../dataset/platform\olliolli.png,"The image depicts a pixel art scene featuring a skateboarder in mid-air, performing a trick on a colorful, blocky structure. The skateboarder is wearing a green shirt and a red hat, and is captured in a dynamic pose, with one foot on the skateboard and the other raised, suggesting a jump or flip. The background is a gradient of black and white, with a checkered pattern, giving the image a retro, pixelated look. The text ""Ollie"" is prominently displayed in the foreground, with the rest of the text obscured by the skateboarder and the structure. The overall style is reminiscent of retro video games or digital art."
