image_path,caption
../dataset/fighting\naruto-shippuden-ultimate-ninja-storm-3.png,"The image is a promotional poster for the video game ""Naruto Shippuden: Ultimate Ninja Storm 3."" The central figure is Naruto Uzumaki, a character from the ""Naruto"" series, depicted in his signature yellow hair and blue eyes. He is holding a staff and appears to be in a dynamic pose, suggesting action or combat. Surrounding Naruto are various other characters from the game, each with their own unique designs and styles. The background is filled with various elements, including other characters, weapons, and possibly other game-related graphics. The overall style is vibrant and colorful, typical of the ""Naruto"" series, with a focus on action"
../dataset/fighting\naruto-shippuden-ultimate-ninja-storm-4.png,"The image is a promotional poster for the video game ""Naruto: Ultimate Ninja Storm 4."" The central focus is on two characters, Naruto Uzumaki and Sasuke Uchiha, both depicted in dynamic poses. Naruto is on the left, wearing his signature orange and blue outfit, and Sasuke is on the right, dressed in a black and white outfit. They are both surrounded by a bright, glowing energy field, suggesting a powerful or intense moment in the game. The background features a stylized, dynamic design with lightning and other elements, enhancing the action-packed atmosphere. The title ""Naruto: Ultimate Ninja Storm 4"" is prominently displayed in the top left"
../dataset/fighting\naruto-shippuden-ultimate-ninja-storm-generations.png,"The image is a promotional poster for the video game ""Naruto: Ultimate Ninja Storm Generations."" The central figure is Naruto Uzumaki, a character from the ""Naruto"" series, depicted in a dynamic pose with a fierce expression. He is surrounded by other characters from the game, including a character with a yellow and black outfit, a character with a blue and white outfit, and a character with a red and black outfit. The background is filled with flames, suggesting action and intensity. The text on the poster reads ""NARUTO ULTIMATE NINJA STORM GENERATIONS"" in bold, colorful letters. The overall style is vibrant and energetic, typical of"
../dataset/fighting\naruto-shippuden-ultimate-ninja-storm-revolution.png,"The image is a cover for a video game titled ""Naruto Shippuden: Ultimate Ninja Storm Revolution."" The cover features a vibrant and dynamic scene with multiple characters from the Naruto series. The characters are depicted in various poses, some in action stances, while others are in a more relaxed or contemplative pose. The background is a mix of fiery and glowing effects, suggesting a battle or intense action scene. The title ""Ultimate Ninja Storm Revolution"" is prominently displayed in the center, with the characters surrounding it. The overall style is vibrant and colorful, typical of anime and manga art."
../dataset/fighting\naruto-the-broken-bond.png,"The image is a cover for a game titled ""Naruto: The Broken Bond."" The cover features two characters prominently. The character on the left is wearing a blue outfit with a white mask, and the character on the right is wearing an orange outfit with a yellow hair accessory and a white mask. Both characters have a stylized design with exaggerated features typical of anime art. The background shows a rocky landscape with a waterfall, and the title ""NARUTO: THE BROKEN BOND"" is displayed in large, bold letters with a stylized font. The overall style is vibrant and colorful, with a mix of bright colors and dynamic lines."
../dataset/fighting\naruto-to-boruto-shinobi-striker.png,"The image is a promotional poster for the game ""Naruto to Boruto: Shinobi Striker."" The background features a dynamic, fiery design with a mix of red, orange, and yellow hues, suggesting action and intensity. The title ""Naruto to Boruto: Shinobi Striker"" is prominently displayed in the upper part of the poster in bold, white letters with a fiery design that matches the background. In the foreground, there are several characters from the Naruto series, each with distinct hairstyles and expressions. The characters are depicted in a dynamic, action-packed pose, with some characters appearing to be in the midst of a battle or a high-stakes moment. The characters"
../dataset/fighting\naruto-ultimate-ninja-2.png,"The image is a cover for a video game titled ""Naruto: Ultimate Ninja 2."" The cover features a dynamic and colorful scene with several characters from the Naruto series. In the foreground, a character with yellow hair and a yellow hat is leaping in the air, holding a sword and a staff. This character is wearing an orange and blue outfit with a white stripe. Behind him, there are other characters, including a character with blue hair and a blue outfit, and another character with red hair and a red outfit. The background is filled with various other characters and elements, such as a castle, a dragon, and a tree. The overall style is vibrant and cartoonish, typical"
../dataset/fighting\naruto-ultimate-ninja-3.png,"The image is a cover for a game titled ""Naruto Ultimate Ninja 3."" The cover features a vibrant and colorful design with multiple characters from the Naruto series. The central character is Naruto Uzumaki, a young ninja with yellow hair and a blue bandanna, who is depicted in a dynamic pose, holding a staff. To his right is Sasuke Uchiha, another young ninja with black hair and a black bandanna, who is also in a dynamic pose, holding a staff. To the left of Naruto is Sakura Haruno, a young woman with pink hair and a pink bandanna, who is also in a dynamic pose, holding a staff. To the right of"
../dataset/fighting\naruto-ultimate-ninja-heroes.png,"The image is a cover for the game ""Naruto: Ultimate Ninja Heroes."" The central character is depicted in a dynamic pose, with a large, sun-like symbol on his forehead, indicating he is a ninja. Surrounding him are several other characters, each with distinct hairstyles and accessories, suggesting a diverse group of ninjas. The background features a fiery design, adding to the action-packed and adventurous theme of the game. The overall style is vibrant and colorful, typical of anime and manga art."
../dataset/fighting\naruto-ultimate-ninja-storm.png,"The image is a promotional poster for the video game ""Naruto: Ultimate Ninja Storm."" The title ""NARUTO ULTIMATE NINJA STORM"" is prominently displayed in the center of the poster. The background features a dynamic, action-packed scene with lightning and a glowing, fiery background, suggesting a high-energy, fast-paced game. In the foreground, there are two characters, each with distinct styles and accessories. The character on the left has a blue and white outfit with a white hat and red eyes, and is holding a staff. The character on the right has a yellow and orange outfit with a yellow hat and blue eyes, and is holding a staff with a spiral design"
../dataset/fighting\naruto-ultimate-ninja.png,"The image is a promotional poster for the anime ""Naruto: Ultimate Ninja."" The title ""NARUTO"" is prominently displayed in the top left corner, with the subtitle ""ULTIMATE NINJA"" below it. The main character, Naruto Uzumaki, is depicted in the center, wearing his signature yellow and blue outfit, with his signature red hair and glasses. He is surrounded by various other characters from the series, including Sasuke Uchiha, Sakura Haruno, and many others. The background features a mix of clouds and a blue sky, adding to the dynamic and action-packed atmosphere of the anime. The overall style is vibrant and colorful, typical of anime artwork"
../dataset/fighting\naruto-uzumaki-chronicles-2.png,"The image is a cover for a video game titled ""Naruto: Uzumaki Chronicles 2."" The central character is depicted in a dynamic pose, with a glowing blue light emanating from his right hand, suggesting he is using a powerful technique. He is wearing a traditional ninja outfit, including a helmet with a visor and a mask, and is surrounded by other characters from the Naruto series, including a character with a yellow hair and a blue outfit. The background features a blue and white color scheme, with a wave-like pattern, possibly representing water or the ocean. The overall style is vibrant and colorful, typical of anime and manga artwork."
../dataset/fighting\natures-zombie-apocalypse.png,"The image is a cover for a game titled ""Nature's Zombie Apocalypse."" The background features a cityscape with a bridge and buildings, suggesting an urban setting. A large, animated bear is prominently featured in the foreground, appearing to be in a state of distress or attack. The bear has a distressed expression and is holding a weapon, possibly a gun. Surrounding the bear are other characters, including a person with a gun and another character with a weapon, both appearing to be in a state of distress or attack as well. The overall style of the image is cartoonish and exaggerated, with bold colors and dynamic lines."
../dataset/fighting\nemesis-realms.png,"The image is a cover for a game titled ""Nemesis Realms."" The cover features a vibrant and dynamic scene with a purple, cartoonish character that appears to be a dragon or a similar mythical creature. The character is in mid-air, with its wings spread wide and its body angled diagonally, giving a sense of motion and action. The background is a rocky, mountainous landscape with a blue sky above and greenery below, suggesting a natural, outdoor setting. The text on the cover is partially obscured, but it appears to be a mix of uppercase letters and numbers, possibly indicating a rating or a platform. The overall style of the cover is bold and colorful, with a focus"
../dataset/fighting\neoflux-drift.png,"The image is a cover for a game titled ""Neoflux Drift."" The title is prominently displayed in large, white, uppercase letters at the top of the cover. Below the title, there is a stylized, futuristic cityscape with neon lights and high-rise buildings. The buildings are depicted in a gradient of pink and blue hues, giving the scene a vibrant and high-tech feel. In the foreground, there is a blue, glowing object that appears to be a drone or a spacecraft, flying above the buildings. The overall style of the cover is modern and futuristic, with a focus on neon colors and a sleek, dynamic design."
../dataset/fighting\nes-remix-2.png,"The image is a cover for a game titled ""NES REMIX 2."" The central logo features a red and white NES cartridge with the words ""NES REMIX"" in white text. Below the cartridge logo, there is a blue and white ""NES REMIX 2"" text. Surrounding the cartridge logo are various pixel art characters, including a blue and black character, a red and blue character, a green and yellow character, and a brown and orange character. The characters appear to be from a retro video game style, reminiscent of classic 8-bit games. The overall style is pixelated, with a retro video game aesthetic."
../dataset/fighting\never-return.png,"The image is a cover for a game titled ""Never Return."" The title is prominently displayed at the top in a bold, golden font. Below the title, there is a sign with the word ""NEVER"" in a smaller, uppercase font, and ""RETURN"" in a slightly larger, uppercase font. The background features a stone wall with a doorway leading to a bright light at the end, suggesting an adventure or quest within the game. In the foreground, there are three characters dressed in futuristic, mechanical armor. The character on the left is a humanoid with a long, robotic arm, while the character in the middle is a humanoid with a more traditional design, and the character on the"
../dataset/fighting\nickelodeon-all-star-brawl.png,"The image is a promotional poster for ""Nickelodeon All-Star Brawl."" The background is a gradient of purple and blue, with a blue floor and a purple wall. The text is in a bold, colorful font with a playful style, featuring a mix of bright colors and playful graphics. At the top, the text reads ""nickelodeon"" in a large, bold font, followed by ""ALL STAR BRAWL"" in a smaller font. Below this, there are several characters from various animated shows, including SpongeBob SquarePants, Patrick Star, and other characters from ""The Fairly OddParents"" and ""The Loud House."" The characters are depicted in a fun"
../dataset/fighting\nidhogg-2.png,"The image is a cover for a video game titled ""Nidhogg II."" The cover features a large, red, horned creature with a menacing expression, set against a dark, ominous background. The creature's eyes are large and glowing, and it has a menacing, almost monstrous appearance. The background is dark and somewhat chaotic, with elements that resemble a night sky, stars, and possibly a moon or a planet. The title ""Nidhogg II"" is prominently displayed in the center of the cover, with the number ""2"" indicating that this is the second installment in the series. The overall style of the cover is dark and intense, with a focus on the creature's"
../dataset/fighting\nidhogg.png,"The image is a cover for a game titled ""mdhogg."" The title is written in a bold, orange font with a splatter effect, giving it a dynamic and energetic feel. Below the title, there is a stylized illustration of two characters engaged in a fight. One character is wearing a yellow outfit, while the other is in a darker outfit. They are both holding swords and appear to be in a combat stance. The background is dark, which contrasts with the bright colors of the characters and the title, making them stand out. The overall style of the cover is reminiscent of a pixel art or retro video game design."
../dataset/fighting\night-blade.png,"The image is a cover for a game titled ""Nightblade."" The background features a futuristic cityscape with tall buildings and a bright, glowing light that resembles a weapon or a weapon system. The title ""Nightblade"" is prominently displayed in the center of the cover, with a futuristic font that matches the theme of the game. The overall style of the cover is dark and intense, suggesting a high-action or action-adventure game."
../dataset/fighting\night-warriors-darkstalkers-revenge.png,"The image is a cover for a video game titled ""Night Warriors: Darkstalker's Revenge."" The cover features a vibrant and dynamic illustration with a mix of bright colors and intricate details. The central character is a muscular, humanoid figure with a muscular build and a determined expression, holding a large, glowing weapon. The character is surrounded by other colorful, fantastical elements, including a blue and yellow object that resembles a dragon's head and a red and yellow eye-like figure. The background is a mix of fiery and otherworldly elements, adding to the intense and action-packed atmosphere of the game. The text on the cover is legible and reads: ""Night Warriors: Darkstalker's"
../dataset/fighting\ninja-avenger-dragon-blade.png,"The image is a cover for a game titled ""Ninja Avenger: Dragon's Blade."" The background features a silhouette of a ninja holding a sword, with flames and a castle in the background, suggesting a battle or confrontation. The title ""Ninja Avenger"" is prominently displayed in the foreground, and ""Dragon's Blade"" is written below it. The overall style is dark and dramatic, with a focus on the ninja and the sword, indicating a theme of action and adventure."
../dataset/fighting\ninja-baseball-bat-man.png,"The image is a cover for a video game titled ""Ninja Baseball: Batman."" The cover features a vibrant and colorful scene with several characters and elements. 1. **Title**: The title ""Ninja Baseball: Batman"" is prominently displayed at the top of the cover. 2. **Characters**: - **Ninja**: A character wearing a blue and white ninja outfit with a red and white ninja mask. - **Bat Man**: A character wearing a blue and white Batman costume with a red and white bat symbol on his chest. - **Girl**: A character wearing a blue and white dress with a red and white bow. - **Boy**: A character wearing a blue"
../dataset/fighting\ninja-gaiden-3.png,"The image is a cover for a video game titled ""Ninja Gaiden 3."" The cover features a character in a dynamic pose, holding a sword, with a bloodstain on their arm, indicating a battle or combat scene. The character is dressed in dark, flowing clothing, suggesting a martial arts or samurai theme. The background is dark, with a red hue, adding to the intense and action-packed atmosphere of the game. The title ""Ninja Gaiden 3"" is prominently displayed in the upper left corner, with the number ""3"" indicating this is the third installment in the series."
../dataset/fighting\nioh-2-remastered-the-complete-edition.png,"The image is a cover for a video game titled ""Nioh 2 Remastered Complete Edition."" The cover features a stylized, dynamic scene with a warrior character in the foreground. The warrior is depicted in a fierce pose, holding a sword, and has a fiery aura around him, suggesting a battle or intense action scene. The background is golden, adding to the dramatic and intense atmosphere of the cover. The text on the cover is partially visible, but it appears to be in a language that is not English, possibly Japanese or Chinese. The overall style is reminiscent of traditional Japanese art, with a focus on bold colors and dynamic poses."
../dataset/fighting\nitroplus-blasterz-heroines-infinite-duel.png,"The image is a cover for a game titled ""Nitro+ Blasterz: Heroes of Infinite Duel."" The cover features a vibrant and colorful design with a mix of anime and action-style graphics. The background is a bright orange and yellow, with a burst of light emanating from the center, suggesting a dynamic and energetic atmosphere. In the foreground, there are several characters, each with distinct appearances and poses. The characters are depicted in various poses, some holding weapons, while others are in action stances. The characters are stylized with exaggerated features, such as large eyes and exaggerated expressions, which are typical of anime and action games. The characters are dressed in various outfits, including anime-style"
../dataset/fighting\nosgoth.png,"The image is a cover for a game titled ""Nosgoth."" The cover features two characters, one in a dark, metallic armor with a white, star-like design on the chest and the other in a reddish-brown, ornate armor with intricate patterns. The background is a mix of dark and bright colors, creating a dramatic and intense atmosphere. The text on the cover is not legible in the image."
../dataset/fighting\nrg.png,"The image features a vibrant and dynamic cover with a futuristic and energetic theme. The word ""NRG"" is prominently displayed in bold, neon green letters at the top, suggesting a connection to energy or power. Below the word ""NRG,"" there is a stylized, abstract figure that appears to be a combination of a human figure and a light bulb, adding to the futuristic and energetic vibe of the cover. The background is dark, which contrasts sharply with the bright colors of the text and the abstract figure, making them stand out even more. The figure is rendered in a smooth, wireframe style, with a mix of red, green, and blue hues, giving it a glowing, almost"
../dataset/fighting\nuketris.png,"The image features a black background with white text and a stylized logo. The text reads ""Nuketris"" at the top in uppercase letters. Below the text, there is a white, abstract logo that resembles a star with a line through it, creating a sense of motion or destruction. The overall style is minimalistic and modern."
../dataset/fighting\nyaa-kuza.png,"The image is a vibrant and stylized illustration featuring a group of cats. The cats are depicted in a dark, neon-like color scheme, with a gradient of blue and purple hues. Each cat has a unique expression and pose, giving them a dynamic and somewhat menacing appearance. The cats are arranged in a circular pattern, with some overlapping each other, creating a sense of unity and unity. The background is dark, which makes the cats stand out more prominently. The text ""NYAAKUZA"" is prominently displayed in the center, with a stylized font that adds to the overall aesthetic of the image. The overall style is reminiscent of anime or manga, with bold lines and a high level"
../dataset/fighting\ok-k-dot-o-lets-play-heroes.png,"The image is a cover for a game titled ""OK KO! Let's Play Heroes."" The cover features a colorful and vibrant design with various characters. The main character, a blue and green creature with a large head and a long neck, is flying through space. Surrounding him are other characters, including a blue and white creature with a long tail, a yellow and white creature with a large head, and a green and blue creature with a long neck. The background includes a planet and a star, adding to the cosmic theme. The text on the cover is legible and reads ""OK KO! Let's Play Heroes."""
../dataset/fighting\old-school-musical.png,"The image is a cover for a game titled ""OSM: Old School Musical."" The title is prominently displayed in the center of the cover in a stylized, colorful font. The background features a vibrant, cartoonish scene with two anthropomorphic characters, one blue and one yellow, standing in a forest setting. The blue character is holding a blue arrow, suggesting movement or direction. The yellow character is holding a yellow object, possibly a weapon or a tool. The forest has a whimsical, cartoonish design with trees and a clear sky. The overall style is bright and playful, with a retro aesthetic reminiscent of classic video games."
../dataset/fighting\omikron-the-nomad-soul.png,"The image is a cover for a book titled ""The Nomad Soul."" The cover features a central image of a skull with a glowing eye, surrounded by a dark, swirling background that gives the impression of a surreal or dreamlike atmosphere. The skull is depicted in a way that suggests it is a symbol or a representation of the book's theme or content. The title is written in a bold, yellow font that stands out against the darker background. The overall style of the cover is dark and intense, with a strong emphasis on the skull and the eye, which are likely central to the book's themes or characters."
../dataset/fighting\one-finger-death-punch-2.png,"The image is a cover for a video game titled ""One Finger Death Punch 2."" The title is prominently displayed in large, bold red letters at the top of the cover. Below the title, there are two characters engaged in a fight. The character on the left is wearing a red and black outfit, while the character on the right is wearing a green and yellow outfit. The background is dark, with a crowd of other characters visible, suggesting a chaotic and intense scene. The overall style is cartoonish and dynamic, with a focus on action and combat."
../dataset/fighting\one-finger-death-punch.png,"The image is a cover for a game titled ""One Finger Death Punch."" The central figure is a man with a bald head, wearing a red necklace and robes, and he appears to be in a martial arts stance, with one hand raised in a fist. He is surrounded by flames and a dragon, suggesting a battle or a fight scene. The background is dark and dramatic, with a fiery backdrop and a dragon in the distance. The text ""ONE FINGER DEATH PUNCH"" is prominently displayed at the top in bold, white letters. The overall style is dark and intense, with a focus on action and martial arts themes."
../dataset/fighting\one-must-fall-2097.png,"The image is a cover for a video game titled ""One Must Fall 2097."" The cover features a large, futuristic robot with a glowing, metallic body and a red and yellow color scheme. The robot is depicted in a dynamic pose, suggesting movement or action. Above the robot, the text ""ONE MUST FALL"" is prominently displayed in a bold, red font. Below the robot, the text ""2097"" is written in a smaller, white font. The background of the cover is dark, with a blue and black gradient, giving it a dramatic and intense atmosphere. The overall style of the cover is reminiscent of retro video game art, with a focus on bold"
../dataset/fighting\one-piece-burning-blood.png,"The image is a promotional poster for the anime ""One Piece: Burning Blood."" The central focus is on two characters, one of whom is a blonde man with glasses and a hat, and the other is a muscular man with a pink aura. The background is filled with flames and intense action, suggesting a high-energy, action-packed scene. The text on the poster includes the title ""One Piece: Burning Blood"" and the logo of the anime series. The overall style is vibrant and dynamic, typical of anime artwork."
../dataset/fighting\one-piece-fighting-path.png,"The image is a promotional poster for the anime ""One Piece."" The central figure is a young boy with short black hair, wearing a straw hat and a red shirt with blue pants. He is crouching on one knee, with his left hand resting on his hip and his right hand on his knee. He is also wearing sandals. The background is predominantly red with a white stripe running horizontally across the bottom. The text on the poster is in Chinese, with the title ""热血航线"" (Raiding the Seas of Blood) and the logo of the anime series. The overall style is vibrant and dynamic, typical of anime artwork."
../dataset/fighting\one-piece-grand-adventure.png,"The image is a cover for a video game titled ""One Piece: Grand Adventure."" The cover features a character with a straw hat and a large, floppy ear, which is a characteristic of the character Nami from the anime and manga series ""One Piece."" The character is holding a small, white object, possibly a flower or a small item, and is standing on a beach with a large, round, white object, which is likely the ship ""Nami's Ship"" from the series. The background shows a clear sky and a calm sea, suggesting a peaceful and idyllic setting. The cover also includes the logos for the game and the publisher, along with the age rating ""TE"
../dataset/fighting\one-piece-grand-battle-rush.png,"The image is a promotional poster for a video game titled ""One Piece: Grand Battle."" The cover features a vibrant and colorful scene with various characters from the anime series ""One Piece."" The central character, Luffy, is prominently featured in the foreground, wearing a blue and white outfit with a hat. Surrounding him are other characters, including a man in a red hat, a woman in a blue dress, and a group of people in various costumes, suggesting a diverse and dynamic group of characters. The background is filled with other characters, creating a sense of a bustling and chaotic atmosphere. The text on the poster includes logos for ""Bandai"" and ""CERO,"" indicating the publisher and"
../dataset/fighting\one-piece-pirate-warriors-2.png,"The image is a promotional poster for the video game ""One Piece: Pirate Warriors 2."" The top portion of the poster features the game's title in a stylized font with a skull and crossbones logo, indicating a pirate theme. Below the title, the text ""Pirate Warriors 2"" is prominently displayed. The bottom portion of the poster shows a dynamic scene with a character in a dynamic pose, likely Luffy from the ""One Piece"" series, who is known for his powerful fist. The character is wearing a red outfit with a fur-trimmed collar, and the background is a fiery, dynamic scene, suggesting action and adventure. The overall style is vibrant and colorful,"
../dataset/fighting\one-piece-pirate-warriors.png,"The image is a promotional poster for the manga ""One Piece: Pirate Warriors."" The central figure is Luffy, the main protagonist from the manga, depicted in a dynamic pose with his mouth open, showing his teeth, and his right arm extended forward. He is wearing a red bikini and a straw hat, which is characteristic of his character design. To the left of Luffy, there is a character with red hair, wearing a red and black outfit, who appears to be a pirate. The background is a mix of blue and purple hues, suggesting a dynamic and action-packed scene. At the bottom of the poster, there is a gold-colored rectangular frame with the text ""ONE PIECE"
../dataset/fighting\one-piece-treasure-cruise.png,"The image is a promotional poster for the game ""One Piece: Treasure Cruise."" The background features a scenic ocean with a large ship and various characters from the anime series. The characters are depicted in dynamic poses, suggesting action and adventure. The title ""Treasure Cruise"" is prominently displayed in the center, with the anime characters surrounding it. The overall style is vibrant and colorful, typical of anime artwork."
../dataset/fighting\one-strike.png,"The image is a cover for a game titled ""One Strike."" The title is prominently displayed in bold, stylized text with a fiery orange and yellow gradient. Below the title, there is a silhouette of a samurai, dressed in traditional Japanese attire, holding a sword. The background features a serene landscape with a clear sky and a calm body of water, suggesting a peaceful setting. The overall style of the cover is dynamic and action-oriented, with a focus on the samurai figure and the striking text."
../dataset/fighting\oniken-unstoppable-edition.png,"The image is a cover for a video game titled ""Oniken."" The central character is a muscular, red-clad man with a sword in his right hand and a shield in his left. He appears to be running or leaping, with a determined expression. Behind him, there are two other characters, also dressed in red, with one holding a sword and the other a shield. The background is dark and ominous, featuring a skull-like figure and a menacing face, suggesting a dark or dangerous setting. The text ""Oniken"" is prominently displayed in the foreground, with a stylized font that adds to the adventurous and action-packed theme of the game."
../dataset/fighting\ore-no-animism-heaven-chapter.png,"The image appears to be a cover for a book or digital content titled ""Ore no Animism ~Heaven Chapter~"". The text is in a stylized font with a blue and green color scheme. The title is prominently displayed at the top in large, white letters. Below the title, there is a subtitle or additional information in smaller text. The overall style of the cover is modern and minimalistic, with a focus on the title and the color scheme."
../dataset/fighting\ore-no-animism-hell-chapter.png,"The image is a cover for a Japanese manga or anime series. The background is a dark blue with a circular design that resembles a wheel or a compass. The text on the cover is in Japanese and reads ""おれのアニメズム～地獄篇～"". The text is in red and is prominently displayed against the dark background. The style of the cover is minimalistic and dark, with a focus on the text and the circular design."
../dataset/fighting\overgrowth.png,"The image is a cover for a game titled ""Overgrowth."" The background features a scenic landscape with a large, rocky cliff overlooking a body of water, possibly a lake or sea. The sky is overcast, adding a somber tone to the scene. The title ""Overgrowth"" is prominently displayed in white, bold letters at the top of the cover, with a stylized bird perched on the cliff. The overall style of the cover is realistic with a somewhat dystopian or post-apocalyptic feel."
../dataset/fighting\override-mech-city-brawl-super-charged-mega-edition.png,"The image is a cover for a game titled ""Super Charged Mega Edition Override: Mech City Brawl."" The cover features a vibrant, urban scene with a futuristic cityscape in the background. The title is prominently displayed in the center, with the subtitle ""Mech City Brawl"" below it. In the foreground, there are several characters and logos associated with the game. On the left side, there is a robot with a human-like face, holding a gun and wearing a helmet. To the right, there is a character with a blue and red suit, wielding a sword and wearing a helmet. Both characters are in a dynamic pose, suggesting action and combat. In the background, there"
../dataset/fighting\pato-box.png,"The image is a black and white illustration with a pattern that resembles a banknote. The text ""PATO BOX"" is prominently displayed at the top in a stylized font. The background features a series of dollar bill designs, with each bill having a unique design and color. The text ""E00000000A"" is repeated in various locations, suggesting a series or collection. The overall style is artistic and abstract, with a focus on the pattern and the text."
../dataset/fighting\penguin-wars--1.png,"The image is a logo for a game titled ""Penguin Wars."" The logo features a stylized design with a black background. The text ""Penguin"" is written in a bold, colorful font with a lightning bolt effect, suggesting a dynamic and energetic theme. The word ""WARS"" is written in a smaller, more subdued font, with a blue and yellow color scheme that contrasts with the black background. The overall style is vibrant and playful, likely aiming to attract a younger audience."
../dataset/fighting\persona-4-arena-ultimax.png,"The image is a promotional poster for a video game. The central figure is a man with a muscular build, wearing a black suit with a gold belt and a gold medallion. He is surrounded by various characters from the game, each with distinct designs and colors. The characters are depicted in a dynamic and colorful style, with some characters holding weapons or equipment. The background is filled with other characters, creating a bustling and energetic atmosphere. The text on the poster is partially visible, but it appears to be in Japanese. The overall style is vibrant and action-packed, typical of a video game cover."
../dataset/fighting\persona-4-arena.png,"The image is a promotional poster for a game titled ""Persona 4 Arena."" The background features a vibrant, yellow and green color scheme with a grid-like pattern. At the top, there is a logo with the text ""Persona 4 Arena"" in white and black. Below the logo, there is a character with red eyes and a silver outfit, holding a sword and a shield. Another character, with red hair and a blue outfit, is also present. The character on the left has a serious expression, while the character on the right has a more confident, determined look. The text ""P4A Persona 4 Arena"" is prominently displayed in the center of the poster, with the"
../dataset/fighting\peter-jackson-s-king-kong-the-official-game-of-the-movie.png,"The image is a cover for a video game titled ""Peter Jackson's King Kong: The Official Game of the Movie."" The cover features a large, menacing gorilla with a fierce expression, which is likely the character Kong from the movie. The title is prominently displayed in the center of the cover, with the words ""Peter Jackson's"" and ""King Kong"" in a stylized font that suggests a connection to the director's work. Below the title, the phrase ""The Official Game of the Movie"" is written in a smaller, more straightforward font, indicating that this is an official adaptation of the movie. The overall style of the cover is dark and dramatic, with a focus on the intense"
../dataset/fighting\phantom-breaker-battle-grounds-overdrive.png,"The image is a cover for a game titled ""Phantom Breaker: Battle Grounds Overdrive."" The cover features four animated characters, each with distinct hairstyles and accessories. The characters are dressed in various outfits, including one in a blue dress and another in a red dress. The background is dark and mystical, with elements that suggest a gothic or fantasy setting. The text on the cover is partially obscured, but the visible parts read ""Phantom Breaker Battle Grounds Overdrive."" The overall style is vibrant and colorful, with a focus on the characters and the dark, mysterious atmosphere."
../dataset/fighting\phantom-breaker-battle-grounds.png,"The image is a cover for a game titled ""Titan Ozz Breaker: Battle Grounds."" The cover features three characters in a dynamic and action-packed scene. 1. **Character 1**: This character has long, dark hair and is wearing a blue outfit with a red and white pattern. She is holding a sword and has a determined expression. 2. **Character 2**: This character has short, dark hair and is wearing a red outfit with a white pattern. She is holding a staff and has a serious expression. 3. **Character 3**: This character has long, dark hair and is wearing a red outfit with a white pattern. She is holding a staff and has"
../dataset/fighting\phantom-breaker.png,"The image is a cover for a video game titled ""Phantom Breaker"" for the Xbox 360 platform. The cover features a group of five characters, each with distinct hairstyles and accessories, standing together. The characters are dressed in elaborate, fantasy-themed outfits, with one character holding a sword. The background is predominantly green, with a stylized design that includes a sword and a shield, suggesting a theme of combat or battle. The game's rating is indicated as ""Teen,"" and the logo for ""7sixty"" is visible, likely the publisher or developer's logo. The overall style of the cover is vibrant and dynamic, with a focus on the characters and their attire."
../dataset/fighting\photo-dojo.png,"The image is a cover for a game titled ""Photo Dojo."" The background features a dynamic scene with several characters engaged in a playful activity. The characters are depicted in a cartoonish style, with exaggerated expressions and poses that suggest they are in the midst of a fun and energetic moment. The characters are scattered across the image, with some standing in the foreground and others in the background, creating a sense of depth and movement. The title ""Photo Dojo"" is prominently displayed in the center of the image, with the ""X"" symbol indicating the game's platform. The font used for the title is bold and clear, making it easily readable. The overall style of the cover is vibrant and"
../dataset/fighting\pixel-gladiator.png,"The image is a pixel art cover for a game titled ""Pixel Gladiator."" The character depicted is a futuristic, pixelated figure with a helmet and a glowing purple light on the helmet. The character is crouched, holding a weapon, and appears to be in a combat stance. The background is dark, with a greenish hue and a circular shape that could be interpreted as a moon or a planet. The text ""PIXEL GLADIATOR"" is prominently displayed in a stylized font, with the word ""GLADIATOR"" in a larger, more prominent font. The overall style is reminiscent of retro video games, with a focus on pixel art and a futuristic theme."
../dataset/fighting\pixel-zombie-survival.png,"The image is a pixel art representation of a bullet, specifically a bullet with a yellow tip. The bullet is black and has a pixelated design, typical of pixel art. The background is a solid red color. At the bottom of the image, there is text that reads ""Pixel Zombie Survival."" The text is in a simple, sans-serif font."
../dataset/fighting\pixeljunk-nom-nom-galaxy.png,"The image is a cover for a game titled ""Nom Nom Galaxy."" The background is dark with a gradient of black and orange, giving it a vibrant and energetic feel. At the top, the title ""Nom Nom Galaxy"" is written in a bold, white font with a yellow outline, making it stand out against the dark background. Below the title, there is a logo that appears to be a stylized spaceship with a red and yellow color scheme. In the center of the image, there is a character that resembles a robot or a space explorer, wearing a helmet and holding a large, yellow space ship in its hand. The character is depicted in a cartoonish style with exaggerated features, such"
../dataset/fighting\planet-51.png,"The image is a promotional poster for the game ""Planet 51: The Game."" The title ""Planet 51"" is prominently displayed in the upper left corner, with ""THE GAME"" written below it in a smaller font. The background features a cartoonish scene with three characters. 1. **Characters:** - **Planet 51 Character:** A green, yellow, and white character with a large head and a long neck, wearing a helmet and a red outfit. This character appears to be the main protagonist. - **Astronaut Character:** A white character with a helmet and a white outfit, riding a red and white space vehicle. This character seems to"
